ISSN,Título,Área de Avaliação,Estrato
1984-2716,E-CIVITAS (BELO HORIZONTE),HISTÓRIA                                          ,B1
1130-6378,ECOLOGÍA POLÍTICA,HISTÓRIA                                          ,A3
2604-6091,ECOLOGIA POLÍTICA (ONLINE),HISTÓRIA                                          ,A3
2447-3170,ECOLOGIAS HUMANAS: REVISTA DA SOCIEDADE BRASILEIRA DE ECOLOGIA HUMANA,HISTÓRIA                                          ,B4
2318-647X,ECONOMIA E POLÍTICAS PÚBLICAS,HISTÓRIA                                          ,B3
1982-3533,ECONOMIA E SOCIEDADE (UNICAMP),HISTÓRIA                                          ,A2
0104-0618,ECONOMIA E SOCIEDADE (UNICAMP. IMPRESSO),HISTÓRIA                                          ,A2
1983-1994,ECONOMIA ENSAIOS,HISTÓRIA                                          ,B1
0265-0665,ECONOMIC AFFAIRS (HARLOW. PRINT),HISTÓRIA                                          ,A3
1517-1302,ECONÔMICA (NITERÓI),HISTÓRIA                                          ,B1
2803-5178,ÉCRITURE DE SOI-R (ONLINE),HISTÓRIA                                          ,B4
2359-2087,EDUCA - REVISTA MULTIDISCIPLINAR EM EDUCAÇÃO,HISTÓRIA                                          ,A4
2594-4444,EDUCAÇÃO & ENSINO,HISTÓRIA                                          ,B1
1415-9902,EDUCAÇÃO & LINGUAGEM,HISTÓRIA                                          ,A4
2176-1043,EDUCAÇÃO & LINGUAGEM (ONLINE),HISTÓRIA                                          ,A4
1678-4626,EDUCAÇÃO & SOCIEDADE,HISTÓRIA                                          ,A1
0101-7330,EDUCAÇÃO & SOCIEDADE (IMPRESSO),HISTÓRIA                                          ,A1
2447-5971,EDUCAÇÃO BÁSICA REVISTA,HISTÓRIA                                          ,B1
2237-1648,"EDUCAÇÃO, CULTURA E SOCIEDADE",HISTÓRIA                                          ,B1
1807-2194,EDUCAÇÃO E CULTURA CONTEMPORÂNEA,HISTÓRIA                                          ,A2
2238-1279,EDUCAÇÃO E CULTURA CONTEMPORÂNEA (ONLINE),HISTÓRIA                                          ,A2
1982-596X,EDUCAÇÃO E FILOSOFIA (ONLINE),HISTÓRIA                                          ,A2
1678-4634,EDUCAÇÃO E PESQUISA,HISTÓRIA                                          ,A1
2238-8346,EDUCAÇÃO E POLÍTICAS EM DEBATE,HISTÓRIA                                          ,A3
2175-6236,EDUCACAO E REALIDADE,HISTÓRIA                                          ,A1
0100-3143,EDUCAÇÃO E REALIDADE,HISTÓRIA                                          ,A1
2448-0320,EDUCAÇÃO EM ANÁLISE,HISTÓRIA                                          ,A4
2317-0093,EDUCAÇÃO EM FOCO (UEMG) ONLINE,HISTÓRIA                                          ,A3
2447-5246,EDUCAÇÃO EM FOCO (UFJF) ONLINE,HISTÓRIA                                          ,A3
0104-3293,EDUCAÇÃO EM FOCO (UFJF) PRINT,HISTÓRIA                                          ,A3
2236-5192,EDUCAÇÃO EM REVISTA,HISTÓRIA                                          ,A3
1982-6621,EDUCAÇÃO EM REVISTA (UFMG - ONLINE),HISTÓRIA                                          ,A1
2594-4002,"EDUCAÇÃO, ESCOLA & SOCIEDADE (ONLINE)",HISTÓRIA                                          ,B1
2526-6136,EDUCAÇÃO MATEMÁTICA DEBATE,HISTÓRIA                                          ,A2
1809-3760,EDUCAÇÃO ON-LINE (PUCRJ),HISTÓRIA                                          ,A4
2179-8435,EDUCAÇÃO POR ESCRITO PUCRS,HISTÓRIA                                          ,A4
1984-6444,EDUCAÇÃO (SANTA MARIA. ONLINE),HISTÓRIA                                          ,A1
1676-2592,EDUCAÇÃO TEMÁTICA DIGITAL,HISTÓRIA                                          ,A1
1981-8106,EDUCAÇÃO: TEORIA E PRÁTICA,HISTÓRIA                                          ,A2
2177-6210,EDUCAÇÃO UNISINOS (ONLINE),HISTÓRIA                                          ,A2
2358-1468,EDUCAMAZÔNIA,HISTÓRIA                                          ,A4
1984-0411,EDUCAR EM REVISTA,HISTÓRIA                                          ,A1
0104-4060,EDUCAR EM REVISTA (IMPRESSO),HISTÓRIA                                          ,A1
1983-7771,EDUCATIVA (GOIÂNIA. ONLINE),HISTÓRIA                                          ,A2
1981-4712,EDUCERE ET EDUCARE (VERSÃO ELETRÔNICA),HISTÓRIA                                          ,A4
1982-1123,EDUCERE: REVISTA DA EDUCAÇÃO DA UNIPAR (ONLINE),HISTÓRIA                                          ,A3
2164-1625,E-FLUX JOURNAL,HISTÓRIA                                          ,B2
1540-5877,EHUMANISTA,HISTÓRIA                                          ,A2
1885-5679,EIKASIA - REVISTA DE FILOSOFÍA,HISTÓRIA                                          ,A3
2183-6426,EIKON - JOURNAL ON SEMIOTICS AND CULTURE,HISTÓRIA                                          ,B1
2359-1269,EIXOS TECH,HISTÓRIA                                          ,B4
2317-1839,EJA EM DEBATE,HISTÓRIA                                          ,A4
2591-4669,EJES DE ECONOMÍA Y SOCIEDAD,HISTÓRIA                                          ,B3
1645-6432,E-JOURNAL OF PORTUGUESE HISTORY,HISTÓRIA                                          ,A4
2250-7116,EL OÍDO PENSANTE,HISTÓRIA                                          ,A4
2184-2108,ELECTRA,HISTÓRIA                                          ,B2
1826-6118,ELEPHANT AND CASTLE,HISTÓRIA                                          ,B3
2184-4097,E-LETRAS COM VIDA,HISTÓRIA                                          ,B2
2316-4360,ÉLISÉE - REVISTA DE GEOGRAFIA DA UEG,HISTÓRIA                                          ,A2
2182-8954,ELYRA: REVISTA DA REDE INTERNACIONAL LYRACOMPOETICS,HISTÓRIA                                          ,B1
2448-0789,EM PERSPECTIVA,HISTÓRIA                                          ,B1
1808-5245,EM QUESTÃO,HISTÓRIA                                          ,A1
1807-8893,EM QUESTÃO (UFRGS. IMPRESSO),HISTÓRIA                                          ,A1
1517-1108,EM TEMPO DE HISTÓRIAS,HISTÓRIA                                          ,A4
2316-1191,EM TEMPO DE HISTÓRIAS,HISTÓRIA                                          ,A4
1982-0739,EM TESE (BELO HORIZONTE. ONLINE),HISTÓRIA                                          ,A2
1806-5023,EM TESE (FLORIANÓPOLIS),HISTÓRIA                                          ,A4
1808-7914,EMBLEMAS (UFG. CATALÃO),HISTÓRIA                                          ,C
2316-9303,"E-MOSAICOS REVISTA MULTIDISCIPLINAR DE ENSINO, PESQUISA, EXTENSÃO E CULTURA DO INSTITUTO DE APLICAÇÃO FERNANDO RODRIGUES DA SILVEIRA (CAP-UERJ)",HISTÓRIA                                          ,B1
2796-9924,EN LA OTRA ISLA - REVISTA DE AUDIOVISUAL LATINOAMERICANO (ONLINE),HISTÓRIA                                          ,A4
2594-2999,ENCARTES,HISTÓRIA                                          ,A3
1518-2924,ENCONTROS BIBLI (ONLINE),HISTÓRIA                                          ,A1
1346-5058,ENCONTROS LUSÓFONOS,HISTÓRIA                                          ,B4
1925-8992,ENCOUNTERS IN THEORY AND HISTORY OF EDUCATION,HISTÓRIA                                          ,B2
1688-437X,ENCUENTROS LATINOAMERICANOS (MONTEVIDEO),HISTÓRIA                                          ,A4
1996-1073,ENERGIES (BASEL),HISTÓRIA                                          ,A4
2214-6296,ENERGY RESEARCH & SOCIAL SCIENCE,HISTÓRIA                                          ,A1
2447-2034,ENFERMAGEM ATUAL IN DERME,HISTÓRIA                                          ,B1
2357-707X,ENFERMAGEM EM FOCO,HISTÓRIA                                          ,A4
0104-4036,ENSAIO - AVALIAÇÃO E POLÍTICAS PÚBLICAS EM EDUCAÇÃO,HISTÓRIA                                          ,A1
2764-1953,ENSAIO GERAL,HISTÓRIA                                          ,B1
1414-8854,ENSAIOS DE HISTÓRIA (FRANCA),HISTÓRIA                                          ,B2
2525-7056,ENSIN@ UFMS,HISTÓRIA                                          ,B2
2359-4381,ENSINO & PESQUISA,HISTÓRIA                                          ,A3
2675-9144,ENSINO EM PERSPECTIVAS,HISTÓRIA                                          ,A3
1983-1730,ENSINO EM RE-VISTA,HISTÓRIA                                          ,A1
1983-7011,"ENSINO, SAÚDE E AMBIENTE",HISTÓRIA                                          ,A3
2596-2817,ENTRELACES,HISTÓRIA                                          ,B1
1980-4571,ENTRELACES (UFC),HISTÓRIA                                          ,B1
2965-5293,(ENTRE)LINHAS (ONLINE),HISTÓRIA                                          ,B4
2526-2793,ENTROPIA,HISTÓRIA                                          ,B2
2526-110X,ENUNCIAÇÃO - REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA DA UFFRJ,HISTÓRIA                                          ,A4
1387-585X,"ENVIRONMENT, DEVELOPMENT AND SUSTAINABILITY",HISTÓRIA                                          ,A1
1461-4103,ENVIRONMENTAL ARCHAEOLOGY,HISTÓRIA                                          ,A1
1084-5453,ENVIRONMENTAL HISTORY,HISTÓRIA                                          ,A2
1473-2866,EPHEMERA (ONLINE),HISTÓRIA                                          ,A1
2596-0229,EPHEMERA (OURO PRETO),HISTÓRIA                                          ,A1
2674-757X,EPISTEMOLOGIA E PRÁXIS EDUCATIVA,HISTÓRIA                                          ,B3
2966-2877,"EPISTIMONIKI, REVISTA DE DDUCAÇÃO, PRÁTICAS INTERDISCIPLINARES E INOVAÇÃO CIENTÍFICA (ONLINE)",HISTÓRIA                                          ,B3
2611-6693,ERACLE: JOURNAL OF SPORT AND SOCIAL SCIENCES,HISTÓRIA                                          ,B2
2182-6439,E-REVISTA DE ESTUDOS INTERCULTURAIS,HISTÓRIA                                          ,A3
2238-2542,E-REVISTA LOGO,HISTÓRIA                                          ,B1
0014-0139,ERGONOMICS (LONDON. PRINT),HISTÓRIA                                          ,A2
2764-9156,ERIS - DEFESA E SEGURANÇA INTERNACIONAL (ONLINE),HISTÓRIA                                          ,C
2358-5390,E&S ENGINEERING AND SCIENCE,HISTÓRIA                                          ,B3
2175-7976,ESBOÇOS,HISTÓRIA                                          ,A1
2540-6647,ESCLAVES & POS-ESCLAVAGES,HISTÓRIA                                          ,B1
1983-3308,ESCOLA BRASILEIRA DE PSICANÁLISE- ARQUIVOS DA BIBLIOTECA - SEÇÃO RIO DE JANEIRO,HISTÓRIA                                          ,B4
2526-6543,ESCRIPTURAS - REVISTA ELETRÔNICA DE HISTÓRIA DA UNIVERSIDADE DE PERNAMBUCO/CAMPUS PETROLINA,HISTÓRIA                                          ,B2
2674-7758,ESCRITAS DO TEMPO,HISTÓRIA                                          ,B1
2238-7188,ESCRITAS: REVISTA DO CURSO DE HISTÓRIA DE ARAGUAÍNA,HISTÓRIA                                          ,A3
2390-0032,ESCRITOS,HISTÓRIA                                          ,A3
1609-9109,ESCRITURA Y PENSAMIENTO,HISTÓRIA                                          ,B4
2446-6190,ESFERAS,HISTÓRIA                                          ,A4
1984-817X,ESPACIALIDADES,HISTÓRIA                                          ,B2
1315-0006,ESPACIO ABIERTO (CARACAS. 1992),HISTÓRIA                                          ,A4
2340-7263,"ESPACIO, TIEMPO Y EDUCACIÓN",HISTÓRIA                                          ,A3
2340-1478,"ESPACIO, TIEMPO Y FORMA - SERIE VII-HISTORIA DEL ARTE",HISTÓRIA                                          ,A1
1131-768X,ESPACIO TIEMPO Y FORMA. SERIE IV,HISTÓRIA                                          ,A2
2340-1400,"ESPACIO, TIEMPO Y FORMA. SERIE IV, HISTORIA MODERNA (INTERNET)",HISTÓRIA                                          ,A2
2237-3071,"ESPAÇO ABERTO, PPGG - UFRJ",HISTÓRIA                                          ,A1
1982-6524,ESPAÇO AMERÍNDIO (UFRGS),HISTÓRIA                                          ,A2
1413-3342,ESPAÇO E CULTURA (UERJ),HISTÓRIA                                          ,A4
2317-7837,ESPAÇO E ECONOMIA,HISTÓRIA                                          ,A1
2526-5725,ESPAÇO E TEMPO MIDIÁTICOS,HISTÓRIA                                          ,B3
1981-478X,ESPAÇO PLURAL (MARECHAL CÂNDIDO RONDON. ONLINE),HISTÓRIA                                          ,A2
2763-8308,ESPAÇOS - REVISTA DE TEOLOGIA E CULTURA,HISTÓRIA                                          ,A4
2675-5432,ESPECIARIA (ONLINE),HISTÓRIA                                          ,B3
1517-5081,ESPECIARIA (UESC),HISTÓRIA                                          ,B3
0014-0716,ESPÍRITU (PRINT),HISTÓRIA                                          ,A1
1809-1296,ESPORTE E SOCIEDADE,HISTÓRIA                                          ,B3
1775-352X,ESSACHESS,HISTÓRIA                                          ,A4
1983-1048,ESTAÇÃO LITERÁRIA,HISTÓRIA                                          ,B1
2675-4576,ESTADO DA ARTE,HISTÓRIA                                          ,A3
2763-7824,ESTRABÃO,HISTÓRIA                                          ,A4
1647-6158,ESTUDIO,HISTÓRIA                                          ,A2
1139-8736,ESTUDIOS DE LINGÜÍSTICA EN ESPAÑOL (ELIES) (ONLINE),HISTÓRIA                                          ,A2
2250-4397,ESTUDIOS DEL ISHIR,HISTÓRIA                                          ,A1
1688-5317,ESTUDIOS HISTÓRICOS (RIVERA),HISTÓRIA                                          ,A4
0792-7061,ESTUDIOS INTERDISCIPLINARIOS DE AMERICA LATINA Y EL CARIBE,HISTÓRIA                                          ,C
0137-3080,ESTUDIOS LATINOAMERICANOS,HISTÓRIA                                          ,B1
0251-2483,ESTUDIOS PARAGUAYOS,HISTÓRIA                                          ,B2
2250-4001,ESTUDIOS RURALES,HISTÓRIA                                          ,A3
1134-1629,ESTUDIOS SOBRE EL MENSAJE PERIODÍSTICO,HISTÓRIA                                          ,A1
2451-5965,ESTUDIOS SOCIALES CONTEMPORÁNEOS,HISTÓRIA                                          ,B2
0210-9093,ESTUDIS - UNIVERSIDAD DE VALENCIA (PRINT),HISTÓRIA                                          ,A2
2675-3219,ESTUDOS AFRO-BRASILEIROS,HISTÓRIA                                          ,B3
0103-4014,ESTUDOS AVANÇADOS (USP),HISTÓRIA                                          ,A1
1806-9592,ESTUDOS AVANÇADOS (USP),HISTÓRIA                                          ,A1
1676-4951,ESTUDOS BÍBLICOS,HISTÓRIA                                          ,A3
2316-4018,ESTUDOS DE LITERATURA BRASILEIRA CONTEMPORÂNEA,HISTÓRIA                                          ,A1
2176-1078,ESTUDOS DE RELIGIÃO,HISTÓRIA                                          ,A1
0103-801X,ESTUDOS DE RELIGIAO (IMS),HISTÓRIA                                          ,A1
1982-4718,ESTUDOS DE SOCIOLOGIA,HISTÓRIA                                          ,A4
1645-3530,ESTUDOS DO SÉCULO XX,HISTÓRIA                                          ,A3
1808-4281,ESTUDOS E PESQUISAS EM PSICOLOGIA (ONLINE),HISTÓRIA                                          ,A3
1980-5357,ESTUDOS ECONÔMICOS,HISTÓRIA                                          ,A1
0101-4161,ESTUDOS ECONÔMICOS (SÃO PAULO. IMPRESSO),HISTÓRIA                                          ,A1
1414-5146,ESTUDOS ELEITORAIS,HISTÓRIA                                          ,B2
1984-932X,ESTUDOS EM AVALIAÇÃO EDUCACIONAL (ONLINE),HISTÓRIA                                          ,A1
0104-026X,ESTUDOS FEMINISTAS,HISTÓRIA                                          ,A1
1806-9584,ESTUDOS FEMINISTAS,HISTÓRIA                                          ,A1
1678-698X,ESTUDOS GEOGRÁFICOS (UNESP),HISTÓRIA                                          ,A3
2178-1494,ESTUDOS HISTÓRICOS,HISTÓRIA                                          ,A1
0103-2186,ESTUDOS HISTORICOS (RIO DE JANEIRO),HISTÓRIA                                          ,A1
